brand,stars,title,text
HaagenDazs,1,Icy and flavorless,"Worst ice cream experience ever! I normally buy the Chocolate peanut butter and was excited to see a lighter version of my guilty treat but that soon diminished after the first bite. When I opened the carton I saw what looked like freezer ice build up :-( I was willing to see past this, left it out for 5 mins for this to melt before trying another bite. The ice cream although soft now was flavorless and had a strange flavor, definitely not peanut butter. It was so bad that i threw out the carton. Very disappointing in texture, lack of peanut butter flavor and overall experience."
HaagenDazs,1,Pretty bad,"I literally hate this flavor
I had really high hopes but the ice cream was so dock hard even after letting it sit out for a really long time that it was very enjoyable to eat
The peanut butter was about the only good part as the little chocolate specs were so tiny that you could barely taste them and what you could taste was chalky chocolate"
HaagenDazs,1,Really Disappointed,"I honestly expected much better from a premium ice cream brand I normally love. My pint was rock hard coming out of the freezer, and had a texture reminiscent of ice milk. There was virtually no vanilla flavor in the ice cream base, so it tasted like sweetened skim milk. It was crumbly and the texture really didn't improve as it warmed up. There was very little peanut butter or peanut butter flavor. The only redeeming quality were the chocolate chips.
Kinda wished I had saved my money on this and just bought the regular slow churned ice cream I like. I'm not sure how a 2/3 cup serving of peanut butter chip has more calories and is much less satisfying than Kroger brand slow churned ice cream, but here we are.
Next time I get Haagen Dazs, I'll be sticking with caramel cone, that's for sure."
HaagenDazs,1,Peanut Butter Chip Purgatory,"Understandably a light ice cream is going to lack the creamy satisfaction of a full fat version, but this was reminiscent of ice milk for texture, and only had a one hard clod of peanut butter on the bottom of the carton. The chocolate was adequate, but the whole experience is summed up as brazenly forgettable waste of calories, especially since it's a Haagen Dazs product generally know for its quality."
HaagenDazs,1,Icy ice cream with very little flavor,I just tried this flavor for the first time tonight and it's the worst light ice cream I've had: was very icy and had little flavor. I'm not sure how this made it past the testing phase to be honest. I did get a decent amount of peanut butter swirls but that was the only pro. I will be throwing the rest of it away.
HaagenDazs,1,Disappointed,"I was expecting more peanut butter, but there were just a few frozen bits settled at the bottom. I know the ice cream is a light ice cream, but it really tasted like frozen watered down skim milk. I expected more from such a successful brand."
HaagenDazs,1,it was terrible!,"When it came in, it was all melted and it was holes all over the package so the so called ""ice cream"" dripped out! there was barley any flavor, there was so little amount of peanut butter! basically it was completely terrible"
HaagenDazs,1,Basically just watered down vanilla ice cream,"There were barely any chocolate chips in it, and the 'peanut butter swirl' was more like an occasional fleck of peanut butter. The vanilla base just tasted like an icy, watered down vanilla ice ream. Not worth it."
HaagenDazs,1,No flavor......tasted a lot like watered down milk,"The new HEAVEN Peanut Butter Chip ice cream was terrible. No flavor, very little peanut butter and tasted a like watered down milk."
HaagenDazs,1,Barely any peanut butter,Super disappointed. There was barely any peanut butter and the chocolate chips were chalky and flavorless. Hard no on this one.
HaagenDazs,1,Very disappointed,"I bought a box of the this a week ago and there was no issue with the overall taste. Then just a few days ago I bought another box this time around the box was different (I guess it was the birthday addition because that’s what was stated on the box. Anyway the taste of the ice cream was horrible it just tasted like frozen milk, nothing at all like the one I had from the first box, and the outer part was not only thinner but tasted cheap almost like a generic nestle bar which is disgusting and there was way less almonds. I was very disappointed because the cost wasn’t cheap at my local super market. Don’t think I’ll be purchasing again if this is the new taste of them :("
HaagenDazs,1,Quality has gone down the drain,"I grew up eating Haagen Daz and it was always a treat for me. I haven't had it in a couple of years because I'm lactose intolerant and lactase pills don't work, but I was really craving that creamy, rich vanilla and think chocolate and crunchy almonds that I remember from my childhood in the 90s. But I regret wasting my money on something that tasted cheap as if it were a knock off of the brand. The bar is now 50% smaller, the chocolate is not thick and rich, the vanilla was icy, watery and did not taste like vanilla. I'm very disappointed with this product and will not waste money on haagen daz anymore."
HaagenDazs,1,Super Disappointed ☹️,"When you purchase Haagen Daas or Ben and Jerry’s or Talenti, you expect a Superior product because of the price point and also the reputation. My husband and I have purchased these bars for years from Costco and sadly, we will not be purchasing these anymore. As two people with lactose intolerance, ice cream has to be amazing for us to suffer through the side effects that follow. The new bars have hardly any almonds (the one I just ate had three almond pieces on each side) and the chocolate coating is thin and brittle. Please fix this product because we genuinely enjoyed eating these. The margins that were cut from an expense perspective are not worth it to your clientele."
HaagenDazs,1,"NOT AS IT USE TO BE!size, taste quality is bad :-(","As I was looking on the web about the past size and the quality of these bars, I bumped into this website. I couldn't agree more with all the post that the quality of this product has gone down the drain. As I still have the empty ice cream stick in my mouth, while I am writing this review, who knows this could be the last time I am buying your product. What really bothered me the most is the size more than the taste, not to mention which is not as good as it used to be. I might look for another better brand, which I can think of few that I liked before. Either way the taste is more important to my family than the size. Very disappointed with over all many products that Costco sells including this one."
HaagenDazs,1,You claim that they haven't changed. Sure.,"these used to be the best bars. Now, the coating is paper-thin and tasteless, and the vanilla (whatever it is) is gross. Don't bother about sending an email to ""find out the problem,"" nor do I want coupons--you couldn't pay me to eat another one. You already know what the problem is: You changed it to save money. Everyone noticed, and no amount of PR will salvage your stupid decision."
HaagenDazs,1,Why take a winning product and ruin it?,"Just purchased the big box from Costco last week and they are not the same product. Would like to believe it's the batch however, from all the reviews/comments it's not limited to the batch but is a change in formula/recipe. Best description of the ice cream is a flavorless, frozen, watered down milk. Chocolate is also not very flavorful. Taste's artificial and texture is chalky - why would Haagen Daz risk reputation & market share to save a few pennies? Will not be purchasing again - will be returning the product to Costco."
HaagenDazs,1,"Used to be good, not anymore.","These ice cream bars are not the same as they used to be. In fact, nowhere near what they used to be. If Haagen-Dazs first came out with this current version years and years ago, they never would have gotten off to a good start and would not ha e been popular. I will never buy these again. They're too small, too thin now, and not nearly as indulgent as they used to be. The ice cream didn't even seem as thick and creamy as it used to be. Did another company by them out? There ice cream bars are now just generic ice cream bars. I'm going for Dove bars from now on."
HaagenDazs,1,Bland taste. Was expecting so much more,Chocolate shell was very thin and fell off after a couple of bites. Ice cream was bland and not smooth and creamy. My taste buds were very disappointed.
HaagenDazs,1,"Had it after 5 years, what happened?","It tastes like a knock-off, like soft-serve. Haagen Daz is not SOFT SERVE! The ice cream is not dense, I used to enjoy the thick dense haagen daz vanilla ice cream with almonds bar, it took many licks to get it down. Now it's like soft serve. I don't know why they changed the best ice cream bar in the world. I feel bad for todays' kids. I need to find another brand that can provide the dense haggen daz ice cream of the past. Thanks for the memories, wish you guys would bring back the original recipe from years ago."
HaagenDazs,1,WHAT HAPPENED?!,"Sadly, these bars have seriously lost their good quality taste. I use to love these bars! The bars are much smaller, ice cream is not as smooth and it those delicious chunks of almonds are basically gone. I’m disappointed, hopefully they’ll bring back what is missed."
HaagenDazs,1,Nestle Always Ruins EVERYTHING!,"Yes, these bars have definitely gone down hill in quality, just as Nestle did with Turtles. Bland taste, change in texture - a regular purchase no longer worth buying."
HaagenDazs,1,Sudden Drop in Quality of Taste and Texture,The vanilla ice cream tasted watery and had a gritty texture similar to low quality ice milk products. In the past the bars that I purchased tasted top quality with a delicious dense but rich creamy flavorful taste and texture. I will not be buying the Haagen-dazs ice cream bars again as it is a waste of my money. I just hope that the pint of strawberry ice cream that I bought at the same time still has the great high quality taste and texture it had the previous time I bought some about 2 months ago.
HaagenDazs,1,Vanilla Milk Chocolate Almong Bar,I can't believe we all are disapointed with the same flavor and purchasing them from Costco.My son noticed the subpar ice cream right away.It was like ice milk my mom use to eat when she dieted.Not cream at all I feel like I wasted good money on bad ice cream 15 bars of a bad thing isn't good at all.
HaagenDazs,1,Insert ghost here,Boo! Huge turn for the worst. done buying Hogie from costco. Is no stars a rating? Guess I'll go for 1 star.
HaagenDazs,1,What Happened??!!,"These used to be the Best ice cream bars and now they have cut quality! More air, less chocolate, smaller bars, ice cream not as rich.
Do they really think people won’t notice???"
HaagenDazs,1,size insanely decreased,"I know that minumum wage is raising but that doesnt mean that the sizes should decrease, your change made it taste worse and look like a childrens popsicle that comes with stickers. Honestly im going to stop buying your products and buy dryers for now unless you guys can prove to me that ur products are worth the price. Atleast dryers can prove to me that qulity over quality is better."
HaagenDazs,1,Please bring back the original,"For years, Haagen Daz had THE best ice cream and the VSA bars were everything, with the thick Belgian chocolate coating full of roasted almond pieces encasing the best vanilla ice cream available. I guess everything must come to an end. It's a real shame. And the fact that consumers are still being charged premium prices for subpar product ads insult to injury.
In fact, I would much prefer a run of the mill version over what has become of the HD brand. The chocolate coating is awful, the nuts less plentiful and all the rich specialness of the vanilla ice cream is gone. Blue Bunny is MUCH better. I don't know if HD is farming production out to new Mars or if they just wholesale changed the recipe but until I hear from consumers that they have returned to their origin as l taste and quality, I am DONE."
HaagenDazs,1,Unacceptable product change,"This is so disappointing. Haagen-dazs was my absolute favorite ice cream and I would purchase these bars every single week. This product has been changed terribly. The size of the bar is almost half the size it used to be. I bought the REGULAR size bars and it's a joke. The ice cream is not anything like it used to be, it tastes artificial and it is not creamy. The chocolate coating is now generic and bland. This product is not worth the price anymore. I won't be buying Haagan-dazs products ever again unless these changes are reversed."
HaagenDazs,1,Flavor not the same! Less almonds and smaller,Recently bought a box from Costco and the flavor is not as smooth and creamy as before. The bars are also significantly smaller and have less almonds. I have a picture from about a year ago and the image is significantly different! Disappointed because it was my wife’s favorite ice cream bar.
HaagenDazs,1,Icy and watery instead of creamy and smooth.,"What happened to this summer favorite? I got two boxes from the Costco this month and they don't taste like Haagen Dazs anymore. Did your guys changed the formula or something? Is so, it's really a shame. Your guys need to stand up to the Nestle instead being another corporate sellout."
HaagenDazs,1,Very Disappointed...,I recently purchased a box of vanilla chocolate almond ice cream bars at Costco and to my dismay I was appalled at how small they were with half the almonds. What was management thinking. Going forward I will find mother ice cream bar to eat. What a shame!
HaagenDazs,1,Not what it used to be,"This has been a great product over the years but the last Costco box is obviously a vastly different bar, it even has a different shape. It appears and tastes like the ""ice cream"" has been cheapened to ice milk. The rich taste is gone! Too bad!"
HaagenDazs,1,Changed for the worse,"Most of the negative reviews here already nailed it: these just don't taste the same anymore. I've thought this a few years now so I avoided buying them but while at Costco I saw a box and decided to give it a chance. I'm sorely disappointed which led me to google if the formula changed and here I am. I also grew up eating these bars, I remember the overwhelming smell of roasted almonds whenever I opened a pack. They don't have that smell now. Ice cream also tastes icy and bland, it doesn't even taste the same as Haagen-Dazs' vanilla ice cream in pints."
HaagenDazs,1,Super disappointed,The creamy texture is no more. It’s definitely dropped in quality and tastes a lot cheaper than it did before. Sadly I’ll need to find a new favorite ice cream.
HaagenDazs,1,What happened to my favorite ice cream bar?!,"I have been eating these since I was a child and was sadly surprised about the decline in size and quality of the product. The ice cream bar itself has become significantly smaller although the price has not! The next noticeable difference was the decrease in the amount of almonds embedded in the chocolate. Previously no small bite was without almonds but now the nuts are sparsely place in the chocolate shell. Next the chocolate shell is much thinner than before. Lastly vanilla ice cream doesn’t taste like the high quality Haagen Daz I’ve always love. I don’t purchase ice cream often and when I do it’s normally exclusively Haagen Daz but with the decrease in quality and the same price, I may have to rethink purchasing their products."
HaagenDazs,1,Icy Milk water,"We recently purchased the 15-pc package from Costco ( #43774254 on the wrapper). Were shocked to find out that the size shrunk and poor taste... the vanilla ice cream wasn't creamy, it was like icy milk water, very odd texture... it's not ice cream without cream! Very disappointed! Would have returned to Costco if we didn't discard the box for easy storing in freezer. What happened to the Haagen Dazs high quality?"
HaagenDazs,1,What happened?,"I bought a box from Costco and they're not the same! They're smaller, it's not as creamy, there are less nuts. What happened?"
HaagenDazs,1,Gross and gritty,I really loved these bars but recently the quality of the ice cream has gone down. The chocolate exterior is still delicious but the ice cream interior is for lack of a better term gritty. It’s bumpy and almost sandy. Not smooth and creamy like it used to be. I thought I got a bad box and purchased two more boxes on different occasions. Each time I’ve had the same issue. Very disappointing and sad.
HaagenDazs,1,Bars aren’t the same,I have loved your ice cream for as long as I can remember. We don’t get them often but occasionally for a special treat. Tonight we opened a box from Sams Club and we were very disappointed. I didn’t want to believe it. I was holding out hope maybe it was just my bar. Then my 12 year old son said “these taste cheap and icy.” There is some graininess in the vanilla ice cream that has never been there. I thought maybe a thaw and refreshed type thing might of happened but Then I did a search in case my box wasn’t the only one. Sure enough I’m not. The chocolate is thinner but still has good flavor. Has the product changed that much? Will they go back to the way they were? I find the ice cream in the pints to still have that rich creamy texture.
HaagenDazs,1,Changed for the worse,I was greatly disappointed in the new lack of quality for the almond ice cream bars.
HaagenDazs,1,Downhill fast,"This used to be my favorite Ice Cream bar. Just had one, and as other reviewers have mentioned the size is much smaller. That is nothing new, every brand is making their products smaller in size. Unfortunately, the great taste has managed to disappear as well. The vanilla ice cream tasted icy and bland. Rather than a nice creamy vanilla, it almost crumbles. Very disappointed."
HaagenDazs,1,Not the same quality as before!!,"This company can deny all they want that they haven’t changed their recipe but come on do you think your consumers are stupid? Thinner coating of chocolate, significantly less almond bits, icy watered down filling. What a disappointment! Not worth continuing to pay a premium price for a product that no longer lives up to its “quality standard“"
HaagenDazs,1,"Poor taste, very disappointed","The taste of the vanilla ice cream in these bars is awful now. The ice cream tasted very grainy and watery, not rich and creamy how it used to. Did something change? Feel like the price is so high on these still and very low quality. I would have been better off buying store brand bars for half the price."
HaagenDazs,1,Used to be good,I used to love Haagen Daz ice cream and bars but not anymore. They are now half the size and half the flavor. You can definitely tell that they are using cheap ingredients. The bar hardly has any almonds on it. Not wasting my calories on them anymore. Looking for a new ice cream treat.
HaagenDazs,1,"Changed product, disappointing","Will never buy another box from Costco again. Another company cutting corners making the bars smaller and cutting the ice cream down resulting in a less than rich cream experience. This was my favorite ice cream to buy and when I sale at Costco, I always bought a box. Never again."
HaagenDazs,1,Vanilla Milk Chocolate Almond Bar,"Haagen-Dazs,
I agree with the the comments below regarding the definite changes in the Vanilla Chocolate Almond Bar: My boyfriend and I regularly buy this product because it's always been the best, and even when Whole Foods recently stopped carrying it (which was a poor choice) we went elsewhere to get it, even though it was out of the way."
HaagenDazs,1,This product tastes terrible!!!,I paid about $10 for a box of 15 @ Sam's Club and I when I tasted these bars they were terrible. When I tasted them a while back they were good but now they are terrible. How could haagen dazs get any ice cream wrong? This is a bad recipe.
HaagenDazs,1,Very very disappointed in quality and size,"This used to be my favorite and I would only buy Häagen-Dazs brand. But what happened to the size and less almond?? Even the taste is less creamy, so very disappointed, now I'll have to look for another brand that won't cut on quality and size."
HaagenDazs,1,Frozen Milk,"I bought these because in the past we have loved Haagen Dazs. When my husband and I tried them tonight, we both thought they tasted weird. The chocolate was good but the ice cream tasted like frozen milk. We couldn’t even finish the bars."
HaagenDazs,1,Awful.,These used to be my favorite ice cream bar on the planet. Now the texture is awful an it’s more like frozen milk instead of the creamy goodness I was used to. What have these people done to it? I will never purchase again.
HaagenDazs,1,Ice milk?,I haven't had these in a long time and I was looking forward to a decadent dessert. Boy was I disappointed it tasted like ice milk with ice crystals in it. Is this a new formula?
HaagenDazs,1,Nothing like the original version!,"So disappointed! I have been eating them since I was a little child. I bought a box from Costco in April and it was the original size and ingredient quality. I just bought a new box from Costco and got the mini version. Everything was wrong! Tiny size, less chocolate coding (much thinner), less nuts, even a smaller popsicle stick. Not the high quality incredible the original version had and that I am used to. It tasted more like a crunch ice cream bar than Hasgendazs. I am so sad!"
HaagenDazs,1,Shrinking in size?,"Was craving something sweet. My husband bought a 3 pack of bars.
Opened it up and about fell over. It was so tiny.
Same price less product.
Not cool."
HaagenDazs,1,Smaller bars,My favorite ice cream bars have less chocolate fewer nuts & are smaller. Does the size vary if purchased at different locations? Totally disappointed.
HaagenDazs,1,Not creamy,"This has a very ice milk taste, not creamy like the low budget brands.
Might as well buy the cheaper low budget brands."
HaagenDazs,1,Changed,"There is something different about the size, coating, and shape of the bars. It is not the same - lessor quality."
HaagenDazs,1,So disappointed :-(,"I have fond childhood memories with my mom and dad getting these every Friday in the Summer as an indulgent treat for us to enjoy. I decided to grab a box as it has been at least 25-30 yrs since I had one and wow!!! Not at all what they used to be, so sad! Half the size, ice cream tastes watery like a good humor bar and the coating is barely there. Very disappointing, this is not a product that needed any changes at all...it used to be perfect and now it's just trash."
HaagenDazs,1,Delicious but way smaller,They are much smaller then they used to be. For the price charged it’s ridiculous!
HaagenDazs,1,Not Like it Used to be,"If Haagen Dazs pays attention to reviews and notices that so many reviews are saying that the product is just not as good as it used to be then how is it that they continue to respond with not admitting they changed the product? Consumers are not stupid? It is not the same! Ice cream is not as rich and creamy (more air is pumped in it), chocolate coating is not as good (taste like chocolate coating used on cheaper bars vs rich milk chocolate) and it is smaller. Also it does not satisfy. What I mean about not satisfying, is that a rich high quality ice cream bar will melt slowly in your mouth from each bite (from its creamy richness) and as you get close to finishing the bar you begin to feel satisfied from your indulgence and not wanting more. Haagen Dazs used to satisfy....now it does not. Shame! As I rate this product at one star, I am referring and comparing it to how it used to be and not so much as the product on its own today, since if one was to eat a Haagen Dazs bar for the very first time today it would stand up fine to many standard bars on the market. The issue is just that a Haagen Dazs bar is a premium bar with a premium price and that deserves a premium rich quality product....just like it used to be."
HaagenDazs,1,What happened to the quality?,"This isn't the Haagen-Daazs I used to remember. Their ice cream used to be quality, and I would always buy their brand even though it costs more because the quality is worth it. I bought a box of their bars a half an hour ago, and it's really small, the ice cream doesn't taste rich, the texture is not smooth, but icy, and the chocolate is chipping off onto my lap or the floor. I might have to find a different quality brand for my ice cream. So disappointing."
HaagenDazs,1,Terrible,I thought these were as years ago. Forget it. i will trash them
HaagenDazs,1,Quality is terrible now,"I used to love these but as some other recent reviews mentioned, they must have changed the recipe. The chocolate on the outside is still good, but this is in no way like the Haagen Dazs ice cream in the pints. The ice cream in the bars now has a very thin ice milk consistency, not rich and creamy. I thought this was a fluke but it happened the second time I bought them as well. I hope it was just a bad batch and not a permanent change to the product."
HaagenDazs,1,Ice Cream or Ice Milk?,"We've been buying your ice cream bars for a long time, but decided this would be our last box. Our issue isn't the chocolate or the almonds; it's the ice cream. Instead of the rich, creamy decadent ice cream that used to be inside the bars, it tastes like you use ice milk (not real ice cream). You need to return to the formula that made your ice cream bars so popular; otherwise, your company will not survive."
HaagenDazs,1,Icy and Bland,"They must have definitely changed the recipe regardless of what PR is telling people, bought from costco recently, these things aren't even creamy! You pay for quality and you get some bland icy dollar store junk. Hope you guys take note of the lost sales and decide to actually fix the problem, will be moving on to other brands, Ben and Jerry's Ice Cream is still delicious consistently so I'll be ok."
HaagenDazs,1,"More ""ice"", less ""cream""","Recently purchased a box of these bars from Costco. First bite and we noticed the product wasn't the same. The chocolate was not as rich and the ice cream was, well, just icy. There was no creamy richness to the ice cream section and it was devoid of flavor. I rarely buy treats like this and it was severely lacking in so many things. The only thing this bar was full of was disappointment."
HaagenDazs,1,Poor Quality,"Forgot to mention bad stomach problem after eating these lately & Purchased occasionally for few yrs. The whole bar taste of poor quality chocolate & also the vanilla. Expect refund from Sams w/no problem, even tho I've had to thro out many after starting to try eat, as if the next in this bix would be better, NOT. Let it go before but not this time & waste my $. Disappointed. Ribbed."
HaagenDazs,1,Not even of selling quality.,I tasted 1 ice cream bar and it was so bland it did not even taste like a haagendazs brand. This was nothing like it used to be. I can not believe how plain it tastes like. It does not even taste like ice cream! I am so disappointed in this brand. Please change the taste. I really should have read the reviews on this item before wasting my money like everyone else.
HaagenDazs,1,great taste but being cheated with product,"hello,please give me my money worth,before we can get started ice cream gone,sorry no photo to show,ice cream bars was so small,hello,have you heard the slogan,where the beef/where the ice cream ,YES I WOULD RECOMMEND FRIEND S,,FAMILY MEMBERS
OTHERS,ONLY IF YOU MAKE UP ICE CREAM SHORTAGE I RECEIVED WHEN I BROUGHT BARS IN WESTERN BEEF"
HaagenDazs,1,Sad and Disappointed:(,"I bought a box a few days ago and to my surprise it was a new and improved version!
The ice cream was not creamy, in fact, it was very icy and and left a greasy film on top of my mouth. The chocolate was too soft and when I took a bite it all fell apart! The taste is not at all the same. Help! We need the old recipe back!"
HaagenDazs,1,Ice cream gritty,Bought a box of these ice cream bars at Costco. I usually love them but this entire box was awful! The ice cream was very gritty! Not smooth and creamy like it usually is. If this is a new recipe for the ice cream I will not be purchasing this brand again!
HaagenDazs,1,Everything about this has gone down hill,"The vanilla ice cream is much less creamier than it used to be, and you all have confirmed you changed it. The chocolate is also of lower quality than it used to be. It breaks off in pieces, like a cheap ice cream truck bar, nothing like it used to be."
HaagenDazs,1,Terrible quality ice cream,"I don’t understand what happened! I love these bars and bought them from Costco. My wife and I took a big old chomp, and what did we find? It was like eating grainy frozen watery milk. Where are the craveable slam duckable ice cream chocolate delights??"
HaagenDazs,1,Quality went down the drain,"Bought a box from costco, completely different from the batch from last week
It's not ice-cream at all. not creamy but icey, worse than those free ice-cream machine from buffett. I rather have safeway brand ice-cream than this. Absolutely disgusting"
HaagenDazs,1,What happened the to ice cream???,"I bought a box from Costco and the ice cream is horrible. I guess I shouldn't say ice cream; maybe it's ""ice milk"". Not pleased at all. I have been buying these bars for years, but decided to buy a whole box and I will be taking the back to Costco."
HaagenDazs,1,Horrible!,"I would give it zero stars if I could. These ice cream bars taste nothing like they used to. The ice cream tastes watered down and the chocolate isn't as smooth anymore either. Never buying again. I purchased a box from costco, horrible ice cream."
HaagenDazs,1,I wish I read the reviews before I bought those,"I cannot believe Haagen-Dazs could produce such a product. It is just as the other reviews say, the chocolate coating is thin, and the ice cream is like frozen ice, not creamy at all!! I would say the Dove bars are 100000 times better."
HaagenDazs,1,Half the size and half the almonds and taste,"Just purchased 2 boxes and wife and kids complained that they are now half the size, and don't have as much almonds and taste like ice milk. No more HG unless they improve and get the size back. What a rip -off!!!"
HaagenDazs,1,The Bar Shrank,I just bought 2 boxes of the almond bar. The bars are substantially smaller now. I felt like I got scammed. I would have made paid more for the original size bar. I won't buy anymore of your products.
HaagenDazs,1,Used to be great now the sizes are 40%,Smaller sizes I have to eat 3 to get same effect as 1 used to be. As people stated quality went down too. Not sure if its true or not but feels like it. Sad. This is an outrage!
HaagenDazs,1,Rip off,Every 6 months this ice cream sold in costco becomes smaller and smaller for the same price coming now that I can eat whole ice cream in 10 seconds
HaagenDazs,1,taste cheap,"I googled ""Costco Häagen-Dazs bars low quality"" and found this page. Yeah, the ice cream has no taste and the chocolate is super thin."
HaagenDazs,1,Not Haagen Dazs quality,These bars are an embarrassment to the Haagen Daz brand. Their regular ice cream on the other hand continues to be very good.
HaagenDazs,1,"extemely icy, grainy texture of the ice cream","ive bought these multiple times but something is off. the ice cream had a icy, sandy texture and was not at all creamy."
HaagenDazs,1,Awful,"Bought them from Costco in Manteca, CA
They are awful, taste like ice milk, will not buy again"
HaagenDazs,1,Chalky filmy dry taste,I would give it a 0. I am very disappointed in the change in the icecream
HaagenDazs,1,Really?,The size is smaller that a credit card... I am very disappointed.
HaagenDazs,1,Changed for the worst,"I used to eat these all the time as a treat with my parents when I was younger. After I got out of the military and haven’t had them in a couple years, I finally convinced my husband to buy them as a treat for us. The first bar was like ice milk instead of the delicious, creamy vanilla ice cream I know it was like. The chocolate was thinner with less almonds, and I know this changed because younger me would always carefully take off the chocolate first then enjoy the ice cream, even after eating it there is a gross filmy texture in my mouth, like the same feelings after eating a super artificially made ice cream, it didn’t hit the spot at all like it used to. I thought maybe it is because it is too cold or whatever, then ate another the next day and got the same unpleasant results. That’s when I knew I wasn’t going crazy and googled this page, and alas, I am not the only one who noticed this. My husband has never had them before and will eat anything so he can have the rest of the box, but until the reviews say they are back to how they used to be, I would rather not buy anything from you guys, cause as much as I enjoy the small carry sized ice cream, I can’t reason myself to indulge in it.
If you guys haven’t changed anything but it isn’t the same, why not change and look into what you guys can do to make it the original?"
Breyers,1,Disappointed,"Was very excited when I saw this new flavor as I love peanut butter ice cream. Texture / mouth feel was fantastic. Very creamy, much more than what I expected from a low carb ice cream. However I found the flavor extremely lacking, the ice cream was very bland and had little to no peanut butter flavor. There was a small swirl of peanut butter in the container however it was way too small for the size of the container and many scoops of ice cream had no peanut butter swirl at all. Will not buy again."
Breyers,1,Bring back the swirl!!,"I'd buy six or eight cartons of this every single time I saw it on the shelves. I'm not joking when I say that this wonderful treat made my first year as a diabetic bearable, and helped me get my AC-1 down to 5. It was as good as any 'real' ice cream, with those thick, salty swirls of peanut butter blending so perfectly with the sweet, slightly peanut buttery ice cream.
Well, the swirl is gone and I'm devastated. My favourite treat is dead! I couldn't believe my eyes when I scooped into my new carton and found it uniform. The sweetness and subtle flavour that blended so well with those yummy swirls is just painfully generic on its own. Less flavour than Vanilla.
I'll be switching to another brand's no sugar added options until the swirls come back. Can't describe how disappointed I am. There are so few options as a diabetic and the old recipe was such a standout. Now? Not so much."
Breyers,1,What happened to CarbSmart Peanut Butter ice cream,"I love your CarbSmart Ice creams, especially the Peanut Butter. Well, let’s jut say I used to love it. The last few cartons that I have purchased no longer have the peanut butter swirl that gave it its wonderful flavor. The last several cartons are tasteless...no peanut butter flavor and no swirls. I can’t imagine why you would change something that was perfect. I’m sad to say that you’ve lost a customer."
Breyers,1,It WAS good UNTIL they changed the recipe!,"We were buying the Peanut Butter flavor six at a time. It WAS really good with the large swirls & chunks of Peanut Butter. They changed the recipe and removed all of the swirls. Now it tastes very bland and a little like cardboard. WHY did you do it Breyers, WHY?"
Breyers,1,Changed the recipe,"Like all the other recent reviews, this ice cream is not the same. This was a poor choice on someone's part. Tastes exactly like the vanilla now. I finished a box that said it expires in July of 2020 and it was perfect. The next box expires April of 2021and it was terrible. I assume this new change allows the product to last twice as long. It will have to because I'm not gonna eat it unless I really get desperate."
Breyers,1,Where’s the swirl,"You removed the best part of this ice cream - the peanut butter swirl... why? The first time I bought this it was great! This last purchase was horrible... no peanut butter flavor and no swirl. So, so disappointed in the change. Will look for something else for my low carb life style. Bad move Breyers!"
Breyers,1,What happened to the peanut butter swirl?!,My husband and I were buying these 4 at a time & were really enjoying UNTIL they removed the peanut butter swirl! WHY change the recipe Breyers? Clearly based on these posts everyone liked the swirl. Please bring the swirl back or we will stop buying!
Breyers,1,Lost a customer,I loved the peanut butter because it had.... PEANUT BUTTER. Now there’s nothing and it’s lost it’s taste. What a pure disappointment. I’m sure someone high up thought removing the best part was a good idea and sadly I’m sure they still have a job.
Breyers,1,No peanut butter swirls..,Was an excellent product until the peanut butter swirls was removed recently. Will no longer buy this flavor until it is fixed. Why would you sabotage a great product and make it mediocre?
Breyers,1,Disappointed,"This was my favorite Carb Smart flavor until the removal of the peanut butter swirls. It was my favorite part, and gave the ice cream a lot of flavor. Now it is just blah with very little flavor. I was buying this consistently, but never again. Extremely disappointed that Breyers would take a great product and ruin it. Why?"
Breyers,1,No peanut butter,I liked the old recipe better when it had chunks of peanut butter swirls in it. I was disappointed they changed it.
Breyers,1,Bring back the original recipe,"I loved the original recipe, with the peanut butter swirl. Now it's been very disappointing and refuse to purchase any more. You find something that fits your low carb lifestyle and now it's not right, very devastating."
Breyers,1,Not good at all,"I was so excited when I saw this today. I love the carb smart vanilla and usually add my own peanut butter to it. It’s tricky to blend though, so this was like a dream come true! Well, Dream shattered! This tastes like dirt. Or more accurately, it tastes like wet cardboard smells! The peanut butter swirl is okayish but the ice cream flavor is awful. Why not just add a peanut butter swirl to the already delish vanilla?! Ugh. Just not good. So disappointed."
Breyers,1,Why?,"Why did you change the CarbSmart Peanut Butter ""Ice cream?"" I haven't liked ice cream since I was a kid, but I tried some when this flavour was bought by a happy mistake. Now I've two cartons in my deep freeze that I'll probably throw out or give to a neighborhood kid."
Breyers,1,1 star until you bring back the peanut swirl!,Title says it all. This WAS my favorite product like... ever... UNTIL THEY TOOK OUT THE BEST PART! Bring it back. I beg you!
Breyers,1,A very SAD diabetic,"To say that my husband and I loved Carb Smart Peanut butter ice cream is a understatement!! The swirls were so heavenly running through it. I would buy 6 to 8 cartons at a time. Then the last I bought had no swirls! I was stuck with 8 containers of bland,tasteless cream that we couldn't even tell it had a flavor at all. Why did you do this to your loyal customers? Diabetics are deprived already with very few good choices! Please,please fix it and give us more flavor! Thanks!!"
